Name,Flow,Amount
LCV_PHEV_DIESEL_MD,ELECTRICITY_MV,-0.35855857156353516
LCV_PHEV_DIESEL_MD,MOB_FREIGHT_MD,1.0
LCV_PHEV_DIESEL_SD,CO2_E,0.06278571419808907
LCV_PHEV_DIESEL_SD,DIESEL,-0.2377485710967639
LCV_PHEV_DIESEL_SD,ELECTRICITY_MV,-0.35855857156353516
LCV_PHEV_DIESEL_SD,MOB_FREIGHT_SD,1.0
LCV_PROPANE_MD,CO2_E,0.3063942852866746
LCV_PROPANE_MD,MOB_FREIGHT_MD,1.0
LCV_PROPANE_MD,PROPANE,-1.367891426662367
LCV_PROPANE_SD,CO2_E,0.3063942852866746
LCV_PROPANE_SD,MOB_FREIGHT_SD,1.0
LCV_PROPANE_SD,PROPANE,-1.367891426662367
LFO,LFO,1.0
LNG,LNG,1.0
LT_DEC_WH,HEAT_LOW_T_DECEN,-1.0
LT_DEC_WH,HEAT_WASTE,1.0
LT_DHN_WH,HEAT_LOW_T_DHN,-1.0
LT_DHN_WH,HEAT_WASTE,1.0
METATHESIS_PROPYLENE,CO2_A,0.557
METATHESIS_PROPYLENE,ETHYLENE,1.0
METATHESIS_PROPYLENE,PROPYLENE,-3.226
METHANATION,CO2_C,-0.198
METHANATION,H2_MP,-1.282
METHANATION,SNG_MP,1.0
METHANE_TO_METHANOL,CO2_A,0.25
METHANE_TO_METHANOL,METHANOL,1.0
METHANE_TO_METHANOL,NG_MP,-1.3999999890127999
METHANOL,METHANOL,1.0
METHANOL_CARBONYLATION,ACETIC_ACID,1.0
METHANOL_CARBONYLATION,CO2_A,0.15
METHANOL_CARBONYLATION,METHANOL,-2.066
METHANOL_FT,CO2_C,-0.25
METHANOL_FT,ELECTRICITY_MV,-0.03
METHANOL_FT,METHANOL,1.0
METHANOL_FT,NG_MP,-1.08
METHANOL_TO_AROMATICS,BENZENE,1.0
METHANOL_TO_AROMATICS,CO2_A,13.186
METHANOL_TO_AROMATICS,ETHYLENE,5.33
METHANOL_TO_AROMATICS,METHANOL,-74.074
METHANOL_TO_AROMATICS,TOLUENE,6.296
METHANOL_TO_AROMATICS,XYLENE,10.37
METHANOL_TO_OLEFINS,CO2_A,25843.33
METHANOL_TO_OLEFINS,ETHYLENE,1.0
METHANOL_TO_OLEFINS,METHANOL,-2.891
METHANOL_TO_OLEFINS,PROPYLENE,1.643
MINES_STORAGE,CO2_C,-1.0
MINES_STORAGE,CO2_E,0.308
MINES_STORAGE,CO2_S,0.692
MINES_STORAGE,ELECTRICITY_MV,-0.0001
NEW_HYDRO_DAM,ELECTRICITY_EHV,1.0
NEW_HYDRO_DAM,RES_HYDRO,-1.0
NEW_HYDRO_RIVER,ELECTRICITY_EHV,1.0
NEW_HYDRO_RIVER,RES_HYDRO,-1.0
NEW_WIND_ONSHORE,ELECTRICITY_MV,1.0
NEW_WIND_ONSHORE,RES_WIND_ONSHORE,-1.0
NG_COMP_HE,ELECTRICITY_MV,-0.005
NG_COMP_HE,NG_EHP,1.0
NG_COMP_HE,NG_HP,-1.0
NG_COMP_LM,ELECTRICITY_MV,-0.02
NG_COMP_LM,NG_LP,-1.0
NG_COMP_LM,NG_MP,1.0
NG_COMP_MH,ELECTRICITY_MV,-0.004
NG_COMP_MH,NG_HP,1.0
NG_COMP_MH,NG_MP,-1.0
NG_EHP,NG_EHP,1.0
NG_EXP_EH,HEAT_LOW_T_DECEN,-0.001
NG_EXP_EH,NG_EHP,-1.0
NG_EXP_EH,NG_HP,1.0
NG_EXP_EH_COGEN,ELECTRICITY_MV,0.005
NG_EXP_EH_COGEN,HEAT_LOW_T_DECEN,-0.005
NG_EXP_EH_COGEN,NG_EHP,-1.0
NG_EXP_EH_COGEN,NG_HP,1.0
NG_EXP_HM,NG_HP,-1.0
NG_EXP_HM,NG_MP,1.0
NG_EXP_HM_COGEN,ELECTRICITY_MV,0.004
NG_EXP_HM_COGEN,HEAT_LOW_T_DECEN,-0.004
NG_EXP_HM_COGEN,NG_HP,-1.0
NG_EXP_HM_COGEN,NG_MP,1.0
NG_EXP_ML,NG_LP,1.0
NG_EXP_ML,NG_MP,-1.0
NG_EXP_ML_COGEN,ELECTRICITY_MV,0.02
NG_EXP_ML_COGEN,HEAT_LOW_T_DECEN,-0.02
NG_EXP_ML_COGEN,NG_LP,1.0
NG_EXP_ML_COGEN,NG_MP,-1.0
NG_HP,NG_HP,1.0
NG_LP,NG_LP,1.0
NG_MP,NG_MP,1.0
NG_PYROLYSIS_PLASMA,CO2_S,0.336
NG_PYROLYSIS_PLASMA,H2_MP,1.0
NG_PYROLYSIS_PLASMA,HEAT_HIGH_T,-0.356
NG_PYROLYSIS_PLASMA,HEAT_LOW_T_DHN,0.244
NG_PYROLYSIS_PLASMA,NG_MP,-1.867
NG_PYROLYSIS_THERMAL,CO2_S,0.342
NG_PYROLYSIS_THERMAL,H2_MP,1.0
NG_PYROLYSIS_THERMAL,HEAT_HIGH_T,-0.537
NG_PYROLYSIS_THERMAL,HEAT_LOW_T_DHN,0.39
NG_PYROLYSIS_THERMAL,NG_MP,-1.902
NG_REFORMING,CO2_A,0.27
NG_REFORMING,H2_MP,1.0
NG_REFORMING,NG_MP,-1.365
NG_S,NG_S,1.0
NG_STO,NG_EHP,-1.0
NG_STO,NG_S,1.0
NUCLEAR,CO2_A,0.011
NUCLEAR,ELECTRICITY_EHV,1.0
NUCLEAR,URANIUM,-2.295374653210239
OCGT_BIOGAS_LARGE,CO2_A,0.524
OCGT_BIOGAS_LARGE,ELECTRICITY_HV,1.0
OCGT_BIOGAS_LARGE,SNG_HP,-2.5
OCGT_BIOGAS_SMALL,CO2_A,0.524
OCGT_BIOGAS_SMALL,ELECTRICITY_HV,1.0
OCGT_BIOGAS_SMALL,SNG_HP,-2.5
OCGT_LARGE,CO2_A,0.524
OCGT_LARGE,ELECTRICITY_HV,1.0
OCGT_LARGE,NG_HP,-2.5
OCGT_SMALL,CO2_A,0.524
OCGT_SMALL,ELECTRICITY_HV,1.0
OCGT_SMALL,NG_HP,-2.5
OIL_TANKER_BIOMEOH_ELD,BIO_METHANOL,-0.1
OIL_TANKER_BIOMEOH_ELD,CO2_E,0.059598000000000005
OIL_TANKER_BIOMEOH_ELD,MOB_FREIGHT_ELD,1.0
OIL_TANKER_BIO_ELD,BIO_HFO,-0.1
OIL_TANKER_BIO_ELD,CO2_E,0.06622
OIL_TANKER_BIO_ELD,MOB_FREIGHT_ELD,1.0
OIL_TANKER_ELD,CO2_E,0.06622
OIL_TANKER_ELD,HFO,-0.1
OIL_TANKER_ELD,MOB_FREIGHT_ELD,1.0
OIL_TANKER_MEOH_ELD,CO2_E,0.059598000000000005
OIL_TANKER_MEOH_ELD,METHANOL,-0.1
OIL_TANKER_MEOH_ELD,MOB_FREIGHT_ELD,1.0
PAFC,ELECTRICITY_LV,1.647
PAFC,H2_HP,-2.941
PAFC,HEAT_LOW_T_DECEN,1.0
PAPER_MAKING,ELECTRICITY_EHV,-0.65
PAPER_MAKING,HEAT_HIGH_T,-2.22
PAPER_MAKING,PAPER,1.0
PAPER_MAKING_HP,ELECTRICITY_HV,-0.789
PAPER_MAKING_HP,HEAT_HIGH_T,-0.383
PAPER_MAKING_HP,PAPER,1.0
PAPER_MAKING_HR,ELECTRICITY_EHV,-1.104
PAPER_MAKING_HR,HEAT_HIGH_T,-0.383
PAPER_MAKING_HR,HEAT_WASTE,0.05
PAPER_MAKING_HR,PAPER,1.0
PE,PE,1.0
PEMFC,ELECTRICITY_LV,2.778
PEMFC,H2_HP,-4.444
PEMFC,HEAT_LOW_T_DECEN,1.0
PEM_ELECTROLYSIS,ELECTRICITY_HV,-1.3756962019651822
PEM_ELECTROLYSIS,H2_MP,1.0
PEM_ELECTROLYSIS,HEAT_LOW_T_DECEN,0.26
PET,PET,1.0
PET_FORMATION,ETHYLENE,-1.424
PET_FORMATION,PET,1.0
PHENOL,PHENOL,1.0
PLANE_FREIGHT_BIO_ELD,BIO_JETFUEL,-0.617
PLANE_FREIGHT_BIO_ELD,CO2_E,0.154
PLANE_FREIGHT_BIO_ELD,MOB_FREIGHT_ELD,1.0
PLANE_FREIGHT_ELD,CO2_E,0.154
PLANE_FREIGHT_ELD,JETFUEL,-0.617
PLANE_FREIGHT_ELD,MOB_FREIGHT_ELD,1.0
PLANE_LH_BIO_ELD,BIO_JETFUEL,-0.352
PLANE_LH_BIO_ELD,CO2_E,0.088
PLANE_LH_BIO_ELD,MOB_PUBLIC_ELD,1.0
PLANE_LH_ELD,CO2_E,0.088
PLANE_LH_ELD,JETFUEL,-0.352
PLANE_LH_ELD,MOB_PUBLIC_ELD,1.0
PLANE_SH_BIO_LD,BIO_JETFUEL,-0.352
PLANE_SH_BIO_LD,CO2_E,0.088
PLANE_SH_BIO_LD,MOB_PUBLIC_LD,1.0
PLANE_SH_LD,CO2_E,0.088
PLANE_SH_LD,JETFUEL,-0.352
PLANE_SH_LD,MOB_PUBLIC_LD,1.0
POLYPROPYLENE_PP,PP,1.0
POLYPROPYLENE_PP,PROPYLENE,-1.191
PP,PP,1.0
PROPANE,PROPANE,1.0
PROPYLENE,PROPYLENE,1.0
PS,PS,1.0
PVC,PVC,1.0
PVC_FORMATION,ETHYLENE,-1.511
PVC_FORMATION,PVC,1.0
PV_GROUND,ELECTRICITY_LV,1.0
PV_GROUND,RES_SOLAR,-1.0
PV_ROOF,ELECTRICITY_LV,1.0
PV_ROOF,RES_SOLAR,-1.0
PYROLYSIS,BIO_LFO,1.0
PYROLYSIS,CO2_A,0.31124276160049996
PYROLYSIS,ELECTRICITY_MV,0.024
PYROLYSIS,WOOD,-1.4518218258507793
RES_GEO,RES_GEO,1.0
RES_HYDRO,RES_HYDRO,1.0
RES_SOLAR,RES_SOLAR,1.0
RES_TIDAL,RES_TIDAL,1.0
RES_WIND_OFFSHORE,RES_WIND_OFFSHORE,1.0
RES_WIND_ONSHORE,RES_WIND_ONSHORE,1.0
SCHOOLBUS_BIODIESEL_B100_SD,BIO_DIESEL,-0.05190285713981685
SCHOOLBUS_BIODIESEL_B100_SD,CO2_E,0.015068571427688762
SCHOOLBUS_BIODIESEL_B100_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_BIODIESEL_B20_SD,BIO_DIESEL,-0.010045714285125842
SCHOOLBUS_BIODIESEL_B20_SD,CO2_E,0.015068571427688762
SCHOOLBUS_BIODIESEL_B20_SD,DIESEL,-0.04185714285469101
SCHOOLBUS_BIODIESEL_B20_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_BIOETOH_E10_SD,BIO_ETHANOL,-0.006697142847796167
SCHOOLBUS_BIOETOH_E10_SD,CO2_E,0.014231428551566856
SCHOOLBUS_BIOETOH_E10_SD,GASOLINE,-0.0560885713502929
SCHOOLBUS_BIOETOH_E10_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_CNG_SD,CO2_E,0.012107142891094764
SCHOOLBUS_CNG_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_CNG_SD,NG_HP,-0.059728571596067495
SCHOOLBUS_CSNG_SD,CO2_E,0.012107142891094764
SCHOOLBUS_CSNG_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_CSNG_SD,SNG_HP,-0.059728571596067495
SCHOOLBUS_DIESEL_SD,CO2_E,0.015068571427688762
SCHOOLBUS_DIESEL_SD,DIESEL,-0.05190285713981685
SCHOOLBUS_DIESEL_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_ETOH_E10_SD,CO2_E,0.014231428551566856
SCHOOLBUS_ETOH_E10_SD,ETHANOL,-0.006697142847796167
SCHOOLBUS_ETOH_E10_SD,GASOLINE,-0.0560885713502929
SCHOOLBUS_ETOH_E10_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_EV_SD,ELECTRICITY_MV,-0.019165714292928383
SCHOOLBUS_EV_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_GASOLINE_SD,CO2_E,0.015068571407541375
SCHOOLBUS_GASOLINE_SD,GASOLINE,-0.06278571419808907
SCHOOLBUS_GASOLINE_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_HY_DIESEL_SD,CO2_E,0.00999142857175515
SCHOOLBUS_HY_DIESEL_SD,DIESEL,-0.0353542857154413
SCHOOLBUS_HY_DIESEL_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_PROPANE_SD,CO2_E,0.015068571407541375
SCHOOLBUS_PROPANE_SD,MOB_PUBLIC_SD,1.0
SCHOOLBUS_PROPANE_SD,PROPANE,-0.06278571419808907
SEMI_LH_BIODIESEL_B100_ELD,BIO_DIESEL,-0.2737457139036683
SEMI_LH_BIODIESEL_B100_ELD,CO2_E,0.07199428561380879
SEMI_LH_BIODIESEL_B100_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_BIODIESEL_B100_LD,BIO_DIESEL,-0.2737457139036683
SEMI_LH_BIODIESEL_B100_LD,CO2_E,0.07199428561380879
SEMI_LH_BIODIESEL_B100_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_BIODIESEL_B20_ELD,BIO_DIESEL,-0.05441428563834386
SEMI_LH_BIODIESEL_B20_ELD,CO2_E,0.07199428561380879
SEMI_LH_BIODIESEL_B20_ELD,DIESEL,-0.21849428540934995
SEMI_LH_BIODIESEL_B20_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_BIODIESEL_B20_LD,BIO_DIESEL,-0.05441428563834386
SEMI_LH_BIODIESEL_B20_LD,CO2_E,0.07199428561380879
SEMI_LH_BIODIESEL_B20_LD,DIESEL,-0.21849428540934995
SEMI_LH_BIODIESEL_B20_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_CNG_ELD,CO2_E,0.058114285700270066
SEMI_LH_CNG_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_CNG_ELD,NG_HP,-0.34061428563213847
SEMI_LH_CNG_LD,CO2_E,0.058114285700270066
SEMI_LH_CNG_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_CNG_LD,NG_HP,-0.34061428563213847
SEMI_LH_CSNG_ELD,CO2_E,0.058114285700270066
SEMI_LH_CSNG_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_CSNG_ELD,SNG_HP,-0.34061428563213847
SEMI_LH_CSNG_LD,CO2_E,0.058114285700270066
SEMI_LH_CSNG_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_CSNG_LD,SNG_HP,-0.34061428563213847
SEMI_LH_DIESEL_ELD,CO2_E,0.0962714284370699
SEMI_LH_DIESEL_ELD,DIESEL,-0.3633199994929421
SEMI_LH_DIESEL_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_DIESEL_LD,CO2_E,0.0962714284370699
SEMI_LH_DIESEL_LD,DIESEL,-0.3633199994929421
SEMI_LH_DIESEL_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_EV_ELD,ELECTRICITY_MV,-0.3777242858564635
SEMI_LH_EV_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_EV_LD,ELECTRICITY_MV,-0.3777242858564635
SEMI_LH_EV_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_FC_H2_ELD,H2_HP,-0.2128885714758546
SEMI_LH_FC_H2_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_FC_H2_LD,H2_HP,-0.2128885714758546
SEMI_LH_FC_H2_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_HY_DIESEL_ELD,CO2_E,0.0678085713339362
SEMI_LH_HY_DIESEL_ELD,DIESEL,-0.2578399996401524
SEMI_LH_HY_DIESEL_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_HY_DIESEL_LD,CO2_E,0.0678085713339362
SEMI_LH_HY_DIESEL_LD,DIESEL,-0.2578399996401524
SEMI_LH_HY_DIESEL_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_PROPANE_ELD,CO2_E,0.07952857131757948
SEMI_LH_PROPANE_ELD,MOB_FREIGHT_ELD,1.0
SEMI_LH_PROPANE_ELD,PROPANE,-0.35578571378917134
SEMI_LH_PROPANE_LD,CO2_E,0.07952857131757948
SEMI_LH_PROPANE_LD,MOB_FREIGHT_LD,1.0
SEMI_LH_PROPANE_LD,PROPANE,-0.35578571378917134
SEMI_SH_BIODIESEL_B100_MD,BIO_DIESEL,-0.28630285674328615
SEMI_SH_BIODIESEL_B100_MD,CO2_E,0.07534285703770688
SEMI_SH_BIODIESEL_B100_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_BIODIESEL_B20_MD,BIO_DIESEL,-0.05692571420626742
SEMI_SH_BIODIESEL_B20_MD,CO2_E,0.07534285703770688
SEMI_SH_BIODIESEL_B20_MD,DIESEL,-0.22853999968104421
SEMI_SH_BIODIESEL_B20_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_CNG_MD,CO2_E,0.05972857141416646
SEMI_SH_CNG_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_CNG_MD,NG_HP,-0.3462642856307758
SEMI_SH_CSNG_MD,CO2_E,0.05972857141416646
SEMI_SH_CSNG_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_CSNG_MD,SNG_HP,-0.3462642856307758
SEMI_SH_DIESEL_MD,CO2_E,0.1004571427169425
SEMI_SH_DIESEL_MD,DIESEL,-0.37922571375645797
SEMI_SH_DIESEL_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_EV_MD,ELECTRICITY_MV,-0.1852685714983077
SEMI_SH_EV_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_FC_H2_MD,H2_HP,-0.2121928571899858
SEMI_SH_FC_H2_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_HY_DIESEL_MD,CO2_E,0.06948285704588524
SEMI_SH_HY_DIESEL_MD,DIESEL,-0.2628628567759996
SEMI_SH_HY_DIESEL_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_PROPANE_MD,CO2_E,0.07952857131757948
SEMI_SH_PROPANE_MD,MOB_FREIGHT_MD,1.0
SEMI_SH_PROPANE_MD,PROPANE,-0.35411142807722235
SMART_PROCESS,CO2_A,0.296
SMART_PROCESS,ETHYLBENZENE,-2.0
SMART_PROCESS,STYRENE,1.0
SMR,CO2_A,0.262
SMR,H2_HP,1.0
SMR,HEAT_HIGH_T,-0.6
SMR,NG_HP,-0.983
SMR_CCS,CO2_C,0.236
SMR_CCS,CO2_E,0.026
SMR_CCS,H2_HP,1.0
SMR_CCS,HEAT_HIGH_T,-1.183
SMR_CCS,NG_HP,-0.983
SNG_COMP_HE,ELECTRICITY_MV,-0.005
SNG_COMP_HE,SNG_EHP,1.0
SNG_COMP_HE,SNG_HP,-1.0
SNG_COMP_LM,ELECTRICITY_MV,-0.02
SNG_COMP_LM,SNG_LP,-1.0
SNG_COMP_LM,SNG_MP,1.0
SNG_COMP_MH,ELECTRICITY_MV,-0.004
SNG_COMP_MH,SNG_HP,1.0
SNG_COMP_MH,SNG_MP,-1.0
SNG_EHP,SNG_EHP,1.0
SNG_EXP_EH,HEAT_LOW_T_DECEN,-0.001
SNG_EXP_EH,SNG_EHP,-1.0
SNG_EXP_EH,SNG_HP,1.0
SNG_EXP_EH_COGEN,ELECTRICITY_MV,0.005
SNG_EXP_EH_COGEN,HEAT_LOW_T_DECEN,-0.005
SNG_EXP_EH_COGEN,SNG_EHP,-1.0
SNG_EXP_EH_COGEN,SNG_HP,1.0
SNG_EXP_HM,SNG_HP,-1.0
SNG_EXP_HM,SNG_MP,1.0
SNG_EXP_HM_COGEN,ELECTRICITY_MV,0.004
SNG_EXP_HM_COGEN,HEAT_LOW_T_DECEN,-0.004
SNG_EXP_HM_COGEN,SNG_HP,-1.0
SNG_EXP_HM_COGEN,SNG_MP,1.0
SNG_EXP_ML,SNG_LP,1.0
SNG_EXP_ML,SNG_MP,-1.0
SNG_EXP_ML_COGEN,ELECTRICITY_MV,0.02
SNG_EXP_ML_COGEN,HEAT_LOW_T_DECEN,-0.02
SNG_EXP_ML_COGEN,SNG_LP,1.0
SNG_EXP_ML_COGEN,SNG_MP,-1.0
SNG_PYROLYSIS_PLASMA,CO2_S,0.336
SNG_PYROLYSIS_PLASMA,H2_MP,1.0
SNG_PYROLYSIS_PLASMA,HEAT_HIGH_T,-0.356
SNG_PYROLYSIS_PLASMA,HEAT_LOW_T_DHN,0.244
SNG_PYROLYSIS_PLASMA,SNG_MP,-1.867
SNG_PYROLYSIS_THERMAL,CO2_S,0.342
SNG_PYROLYSIS_THERMAL,H2_MP,1.0
SNG_PYROLYSIS_THERMAL,HEAT_HIGH_T,-0.537
SNG_PYROLYSIS_THERMAL,HEAT_LOW_T_DHN,0.39
SNG_PYROLYSIS_THERMAL,SNG_MP,-1.902
SNG_REFORMING,CO2_A,0.27
SNG_REFORMING,H2_MP,1.0
SNG_REFORMING,SNG_MP,-1.365
SNG_S,SNG_S,1.0
SNG_STO,SNG_EHP,-1.0
SNG_STO,SNG_S,1.0
SOEC_ELECTROLYSIS,ELECTRICITY_HV,-1.20253164507446
SOEC_ELECTROLYSIS,H2_MP,1.0
SOFC,ELECTRICITY_LV,2.491
SOFC,H2_HP,-3.774
SOFC,HEAT_LOW_T_DECEN,1.0
STEEL_MAKING,ELECTRICITY_EHV,-0.716
STEEL_MAKING,HEAT_HIGH_T,-0.725
STEEL_MAKING,STEEL,1.0
STEEL_MAKING_HP,ELECTRICITY_MV,-0.609
STEEL_MAKING_HP,HEAT_HIGH_T,-0.66
STEEL_MAKING_HP,STEEL,1.0
STEEL_MAKING_HR,ELECTRICITY_HV,-0.716
STEEL_MAKING_HR,HEAT_HIGH_T,-0.66
STEEL_MAKING_HR,STEEL,1.0
STO_CO2,CO2_C,1.0
STO_CO2,CO2_CS,-1.0
STO_DIE,DIESEL,1.0
STO_DIE,DIESEL_S,-1.0
STO_ELEC,ELECTRICITY_LV,1.0
STO_ELEC,ELEC_S,-1.0
STO_GASO,GASOLINE,1.0
STO_GASO,GASOLINE_S,-1.0
STO_H2,H2_EHP,1.0
STO_H2,H2_S,-1.0
STO_NG,NG_EHP,1.0
STO_NG,NG_S,-1.0
STO_SNG,SNG_EHP,1.0
STO_SNG,SNG_S,-1.0
STYRENE,STYRENE,1.0
STYRENE_POLYMERIZATION,CO2_A,0.003
STYRENE_POLYMERIZATION,PS,1.0
STYRENE_POLYMERIZATION,STYRENE,-1.05
SUV_BIODIESEL_B100_ELD,BIO_DIESEL,-0.5885114283271912
SUV_BIODIESEL_B100_ELD,CO2_E,0.1439885713688149
SUV_BIODIESEL_B100_ELD,MOB_PRIVATE_ELD,1.0
SUV_BIODIESEL_B100_LD,BIO_DIESEL,-0.5885114283271912
SUV_BIODIESEL_B100_LD,CO2_E,0.1439885713688149
SUV_BIODIESEL_B100_LD,MOB_PRIVATE_LD,1.0
SUV_BIODIESEL_B100_MD,BIO_DIESEL,-0.5885114283271912
SUV_BIODIESEL_B100_MD,CO2_E,0.1439885713688149
SUV_BIODIESEL_B100_MD,MOB_PRIVATE_MD,1.0
SUV_BIODIESEL_B100_SD,BIO_DIESEL,-0.5885114283271912
SUV_BIODIESEL_B100_SD,CO2_E,0.1439885713688149
SUV_BIODIESEL_B100_SD,MOB_PRIVATE_SD,1.0
SUV_BIODIESEL_B20_ELD,BIO_DIESEL,-0.1180371428081564
SUV_BIODIESEL_B20_ELD,CO2_E,0.14315142851201948
SUV_BIODIESEL_B20_ELD,DIESEL,-0.4713114283758302
SUV_BIODIESEL_B20_ELD,MOB_PRIVATE_ELD,1.0
SUV_BIODIESEL_B20_LD,BIO_DIESEL,-0.1180371428081564
SUV_BIODIESEL_B20_LD,CO2_E,0.14315142851201948
SUV_BIODIESEL_B20_LD,DIESEL,-0.4713114283758302
SUV_BIODIESEL_B20_LD,MOB_PRIVATE_LD,1.0
SUV_BIODIESEL_B20_MD,BIO_DIESEL,-0.1180371428081564
SUV_BIODIESEL_B20_MD,CO2_E,0.14315142851201948
SUV_BIODIESEL_B20_MD,DIESEL,-0.4713114283758302
SUV_BIODIESEL_B20_MD,MOB_PRIVATE_MD,1.0
SUV_BIODIESEL_B20_SD,BIO_DIESEL,-0.1180371428081564
SUV_BIODIESEL_B20_SD,CO2_E,0.14315142851201948
SUV_BIODIESEL_B20_SD,DIESEL,-0.4713114283758302
SUV_BIODIESEL_B20_SD,MOB_PRIVATE_SD,1.0
SUV_BIOETOH_E10_ELD,BIO_ETHANOL,-0.07031999997081659
SUV_BIOETOH_E10_ELD,CO2_E,0.16491714278870082
SUV_BIOETOH_E10_ELD,GASOLINE,-0.636228571164531
SUV_BIOETOH_E10_ELD,MOB_PRIVATE_ELD,1.0
SUV_BIOETOH_E10_LD,BIO_ETHANOL,-0.07031999997081659
SUV_BIOETOH_E10_LD,CO2_E,0.16491714278870082
SUV_BIOETOH_E10_LD,GASOLINE,-0.636228571164531
SUV_BIOETOH_E10_LD,MOB_PRIVATE_LD,1.0
SUV_BIOETOH_E10_MD,BIO_ETHANOL,-0.07031999997081659
SUV_BIOETOH_E10_MD,CO2_E,0.16491714278870082
SUV_BIOETOH_E10_MD,GASOLINE,-0.636228571164531
SUV_BIOETOH_E10_MD,MOB_PRIVATE_MD,1.0
SUV_BIOETOH_E10_SD,BIO_ETHANOL,-0.07031999997081659
SUV_BIOETOH_E10_SD,CO2_E,0.16491714278870082
SUV_BIOETOH_E10_SD,GASOLINE,-0.636228571164531
SUV_BIOETOH_E10_SD,MOB_PRIVATE_SD,1.0
SUV_BIOETOH_E85_ELD,BIO_ETHANOL,-0.6010685711791227
SUV_BIOETOH_E85_ELD,CO2_E,0.1531971427935647
SUV_BIOETOH_E85_ELD,GASOLINE,-0.10631714281302032
SUV_BIOETOH_E85_ELD,MOB_PRIVATE_ELD,1.0
SUV_BIOETOH_E85_LD,BIO_ETHANOL,-0.6010685711791227
SUV_BIOETOH_E85_LD,CO2_E,0.1531971427935647
SUV_BIOETOH_E85_LD,GASOLINE,-0.10631714281302032
SUV_BIOETOH_E85_LD,MOB_PRIVATE_LD,1.0
SUV_BIOETOH_E85_MD,BIO_ETHANOL,-0.6010685711791227
SUV_BIOETOH_E85_MD,CO2_E,0.1531971427935647
SUV_BIOETOH_E85_MD,GASOLINE,-0.10631714281302032
SUV_BIOETOH_E85_MD,MOB_PRIVATE_MD,1.0
SUV_BIOETOH_E85_SD,BIO_ETHANOL,-0.6010685711791227
SUV_BIOETOH_E85_SD,CO2_E,0.1531971427935647
SUV_BIOETOH_E85_SD,GASOLINE,-0.10631714281302032
SUV_BIOETOH_E85_SD,MOB_PRIVATE_SD,1.0
SUV_CNG_ELD,CO2_E,0.12107142852421715
SUV_CNG_ELD,MOB_PRIVATE_ELD,1.0
SUV_CNG_ELD,NG_HP,-0.7167428568633656
SUV_CNG_LD,CO2_E,0.12107142852421715
SUV_CNG_LD,MOB_PRIVATE_LD,1.0
SUV_CNG_LD,NG_HP,-0.7167428568633656
SUV_CNG_MD,CO2_E,0.12107142852421715
SUV_CNG_MD,MOB_PRIVATE_MD,1.0
SUV_CNG_MD,NG_HP,-0.7167428568633656
SUV_CNG_SD,CO2_E,0.12107142852421715
SUV_CNG_SD,MOB_PRIVATE_SD,1.0
SUV_CNG_SD,NG_HP,-0.7167428568633656
SUV_CSNG_ELD,CO2_E,0.12107142852421715
SUV_CSNG_ELD,MOB_PRIVATE_ELD,1.0
SUV_CSNG_ELD,SNG_HP,-0.7167428568633656
SUV_CSNG_LD,CO2_E,0.12107142852421715
SUV_CSNG_LD,MOB_PRIVATE_LD,1.0
SUV_CSNG_LD,SNG_HP,-0.7167428568633656
SUV_CSNG_MD,CO2_E,0.12107142852421715
SUV_CSNG_MD,MOB_PRIVATE_MD,1.0
SUV_CSNG_MD,SNG_HP,-0.7167428568633656
