Name,Flow,Amount
COACH_BIODIESEL_B20_LD,CO2_E,0.020091428570251684
COACH_BIODIESEL_B20_LD,DIESEL,-0.08120285713810056
COACH_BIODIESEL_B20_LD,MOB_PUBLIC_LD,1.0
COACH_BIODIESEL_B20_MD,BIO_DIESEL,-0.020091428570251684
COACH_BIODIESEL_B20_MD,CO2_E,0.020091428570251684
COACH_BIODIESEL_B20_MD,DIESEL,-0.08120285713810056
COACH_BIODIESEL_B20_MD,MOB_PUBLIC_MD,1.0
COACH_BIOETOH_E10_ELD,BIO_ETHANOL,-0.013394285713501123
COACH_BIOETOH_E10_ELD,CO2_E,0.03264857142665899
COACH_BIOETOH_E10_ELD,GASOLINE,-0.12389714284988539
COACH_BIOETOH_E10_ELD,MOB_PUBLIC_ELD,1.0
COACH_BIOETOH_E10_LD,BIO_ETHANOL,-0.013394285713501123
COACH_BIOETOH_E10_LD,CO2_E,0.03264857142665899
COACH_BIOETOH_E10_LD,GASOLINE,-0.12389714284988539
COACH_BIOETOH_E10_LD,MOB_PUBLIC_LD,1.0
COACH_BIOETOH_E10_MD,BIO_ETHANOL,-0.013394285713501123
COACH_BIOETOH_E10_MD,CO2_E,0.03264857142665899
COACH_BIOETOH_E10_MD,GASOLINE,-0.12389714284988539
COACH_BIOETOH_E10_MD,MOB_PUBLIC_MD,1.0
COACH_CNG_ELD,CO2_E,0.015335714328720034
COACH_CNG_ELD,MOB_PUBLIC_ELD,1.0
COACH_CNG_ELD,NG_HP,-0.08878571453469493
COACH_CNG_LD,CO2_E,0.015335714328720034
COACH_CNG_LD,MOB_PUBLIC_LD,1.0
COACH_CNG_LD,NG_HP,-0.08878571453469493
COACH_CNG_MD,CO2_E,0.015335714328720034
COACH_CNG_MD,MOB_PUBLIC_MD,1.0
COACH_CNG_MD,NG_HP,-0.08878571453469493
COACH_CSNG_ELD,CO2_E,0.015335714328720034
COACH_CSNG_ELD,MOB_PUBLIC_ELD,1.0
COACH_CSNG_ELD,SNG_HP,-0.08878571453469493
COACH_CSNG_LD,CO2_E,0.015335714328720034
COACH_CSNG_LD,MOB_PUBLIC_LD,1.0
COACH_CSNG_LD,SNG_HP,-0.08878571453469493
COACH_CSNG_MD,CO2_E,0.015335714328720034
COACH_CSNG_MD,MOB_PUBLIC_MD,1.0
COACH_CSNG_MD,SNG_HP,-0.08878571453469493
COACH_DIESEL_ELD,CO2_E,0.020091428570251684
COACH_DIESEL_ELD,DIESEL,-0.10213142856544606
COACH_DIESEL_ELD,MOB_PUBLIC_ELD,1.0
COACH_DIESEL_LD,CO2_E,0.020091428570251684
COACH_DIESEL_LD,DIESEL,-0.10213142856544606
COACH_DIESEL_LD,MOB_PUBLIC_LD,1.0
COACH_DIESEL_MD,CO2_E,0.020091428570251684
COACH_DIESEL_MD,DIESEL,-0.10213142856544606
COACH_DIESEL_MD,MOB_PUBLIC_MD,1.0
COACH_ETOH_E10_ELD,CO2_E,0.03264857142665899
COACH_ETOH_E10_ELD,ETHANOL,-0.013394285713501123
COACH_ETOH_E10_ELD,GASOLINE,-0.12389714284988539
COACH_ETOH_E10_ELD,MOB_PUBLIC_ELD,1.0
COACH_ETOH_E10_LD,CO2_E,0.03264857142665899
COACH_ETOH_E10_LD,ETHANOL,-0.013394285713501123
COACH_ETOH_E10_LD,GASOLINE,-0.12389714284988539
COACH_ETOH_E10_LD,MOB_PUBLIC_LD,1.0
COACH_ETOH_E10_MD,CO2_E,0.03264857142665899
COACH_ETOH_E10_MD,ETHANOL,-0.013394285713501123
COACH_ETOH_E10_MD,GASOLINE,-0.12389714284988539
COACH_ETOH_E10_MD,MOB_PUBLIC_MD,1.0
COACH_EV_ELD,ELECTRICITY_MV,-0.02874857143939257
COACH_EV_ELD,MOB_PUBLIC_ELD,1.0
COACH_EV_LD,ELECTRICITY_MV,-0.02874857143939257
COACH_EV_LD,MOB_PUBLIC_LD,1.0
COACH_EV_MD,ELECTRICITY_MV,-0.02874857143939257
COACH_EV_MD,MOB_PUBLIC_MD,1.0
COACH_GASOLINE_ELD,CO2_E,0.03264857142665899
COACH_GASOLINE_ELD,GASOLINE,-0.13812857142048035
COACH_GASOLINE_ELD,MOB_PUBLIC_ELD,1.0
COACH_GASOLINE_LD,CO2_E,0.03264857142665899
COACH_GASOLINE_LD,GASOLINE,-0.13812857142048035
COACH_GASOLINE_LD,MOB_PUBLIC_LD,1.0
COACH_GASOLINE_MD,CO2_E,0.03264857142665899
COACH_GASOLINE_MD,GASOLINE,-0.13812857142048035
COACH_GASOLINE_MD,MOB_PUBLIC_MD,1.0
COACH_HY_DIESEL_ELD,CO2_E,0.0368914285726344
COACH_HY_DIESEL_ELD,DIESEL,-0.14064857143316864
COACH_HY_DIESEL_ELD,MOB_PUBLIC_ELD,1.0
COACH_HY_DIESEL_LD,CO2_E,0.0368914285726344
COACH_HY_DIESEL_LD,DIESEL,-0.14064857143316864
COACH_HY_DIESEL_LD,MOB_PUBLIC_LD,1.0
COACH_HY_DIESEL_MD,CO2_E,0.0368914285726344
COACH_HY_DIESEL_MD,DIESEL,-0.14064857143316864
COACH_HY_DIESEL_MD,MOB_PUBLIC_MD,1.0
COACH_PROPANE_ELD,CO2_E,0.03264857142665899
COACH_PROPANE_ELD,MOB_PUBLIC_ELD,1.0
COACH_PROPANE_ELD,PROPANE,-0.13812857142048035
COACH_PROPANE_LD,CO2_E,0.03264857142665899
COACH_PROPANE_LD,MOB_PUBLIC_LD,1.0
COACH_PROPANE_LD,PROPANE,-0.13812857142048035
COACH_PROPANE_MD,CO2_E,0.03264857142665899
COACH_PROPANE_MD,MOB_PUBLIC_MD,1.0
COACH_PROPANE_MD,PROPANE,-0.13812857142048035
COAL,COAL,1.0
COAL_GAS_H2,CO2_A,0.656
COAL_GAS_H2,COAL,-1.635
COAL_GAS_H2,ELECTRICITY_LV,0.043
COAL_GAS_H2,H2_MP,1.0
COAL_GAS_H2_ADV,CO2_A,1.221
COAL_GAS_H2_ADV,COAL,-3.042
COAL_GAS_H2_ADV,ELECTRICITY_LV,0.898
COAL_GAS_H2_ADV,H2_MP,1.0
COAL_GAS_H2_ADV_CCS,CO2_C,1.062
COAL_GAS_H2_ADV_CCS,CO2_E,0.118
COAL_GAS_H2_ADV_CCS,COAL,-2.939
COAL_GAS_H2_ADV_CCS,ELECTRICITY_LV,0.661
COAL_GAS_H2_ADV_CCS,H2_MP,1.0
COAL_GAS_H2_CCS,CO2_C,0.652
COAL_GAS_H2_CCS,CO2_E,0.072
COAL_GAS_H2_CCS,COAL,-1.804
COAL_GAS_H2_CCS,ELECTRICITY_LV,0.064
COAL_GAS_H2_CCS,H2_MP,1.0
COAL_IGCC,CO2_A,0.4006915889750786
COAL_IGCC,COAL,-1.8720093466822112
COAL_IGCC,ELECTRICITY_HV,1.0
COAL_IGCC_CC,CO2_C,0.6835327106045459
COAL_IGCC_CC,CO2_E,0.07796261685940443
COAL_IGCC_CC,COAL,-2.3388785057821333
COAL_IGCC_CC,ELECTRICITY_HV,1.0
COAL_US,CO2_A,0.3934392523198846
COAL_US,COAL,-1.7586915887110048
COAL_US,ELECTRICITY_HV,1.0
COAL_US_CC,CO2_C,0.7107289719326948
COAL_US_CC,CO2_E,0.14595327102189268
COAL_US_CC,COAL,-1.799485981232652
COAL_US_CC,ELECTRICITY_HV,1.0
COMMUTER_RAIL_DIESEL_MD,CO2_E,0.102
COMMUTER_RAIL_DIESEL_MD,DIESEL,-0.27
COMMUTER_RAIL_DIESEL_MD,MOB_PUBLIC_MD,1.0
COMMUTER_RAIL_DIESEL_SD,CO2_E,0.102
COMMUTER_RAIL_DIESEL_SD,DIESEL,-0.27
COMMUTER_RAIL_DIESEL_SD,MOB_PUBLIC_SD,1.0
COMMUTER_RAIL_ELEC_MD,ELECTRICITY_HV,-0.092
COMMUTER_RAIL_ELEC_MD,MOB_PUBLIC_MD,1.0
COMMUTER_RAIL_ELEC_SD,ELECTRICITY_HV,-0.092
COMMUTER_RAIL_ELEC_SD,MOB_PUBLIC_SD,1.0
CONTAINER_BIOMEOH_ELD,BIO_METHANOL,-0.116
CONTAINER_BIOMEOH_ELD,CO2_E,0.044496
CONTAINER_BIOMEOH_ELD,MOB_FREIGHT_ELD,1.0
CONTAINER_BIO_ELD,BIO_HFO,-0.116
CONTAINER_BIO_ELD,CO2_E,0.04944
CONTAINER_BIO_ELD,MOB_FREIGHT_ELD,1.0
CONTAINER_ELD,CO2_E,0.04944
CONTAINER_ELD,HFO,-0.116
CONTAINER_ELD,MOB_FREIGHT_ELD,1.0
CONTAINER_MEOH_ELD,CO2_E,0.044496
CONTAINER_MEOH_ELD,METHANOL,-0.116
CONTAINER_MEOH_ELD,MOB_FREIGHT_ELD,1.0
CROPS_TO_ETHANOL,BIO_ETHANOL,1.0
CROPS_TO_ETHANOL,CO2_A,0.154
CROPS_TO_ETHANOL,WET_BIOMASS,-1.786
CROPS_TO_JETFUELS,BIO_JETFUEL,1.0
CROPS_TO_JETFUELS,CO2_A,1.023
CROPS_TO_JETFUELS,WET_BIOMASS,-3.413
CUMENE_PROCESS,ACETIC_ACID,0.01
CUMENE_PROCESS,ACETONE,1.0
CUMENE_PROCESS,BENZENE,-3.0
CUMENE_PROCESS,CO2_A,0.853
CUMENE_PROCESS,PHENOL,0.92
CUMENE_PROCESS,PROPYLENE,-0.95
DAC_HT,CO2_C,1.0
DAC_HT,CO2_E,-1.0
DAC_HT,ELECTRICITY_MV,-0.367
DAC_HT,HEAT_HIGH_T,-1.472
DAC_LT,CO2_C,1.0
DAC_LT,CO2_E,-1.0
DAC_LT,ELECTRICITY_MV,-0.275
DAC_LT,HEAT_LOW_T_DECEN,-2.722
DEC_ADVCOGEN_H2,ELECTRICITY_MV,2.64
DEC_ADVCOGEN_H2,H2_MP,-4.55
DEC_ADVCOGEN_H2,HEAT_LOW_T_DECEN,1.0
DEC_BOILER_BIOGAS,CO2_E,0.20009433958016823
DEC_BOILER_BIOGAS,HEAT_LOW_T_DECEN,1.0
DEC_BOILER_BIOGAS,SNG_LP,-1.0995283016533997
DEC_BOILER_BIOOIL,BIO_LFO,-1.18
DEC_BOILER_BIOOIL,CO2_E,0.27141509431785876
DEC_BOILER_BIOOIL,HEAT_LOW_T_DECEN,1.0
DEC_BOILER_GAS,CO2_E,0.20009433958016823
DEC_BOILER_GAS,HEAT_LOW_T_DECEN,1.0
DEC_BOILER_GAS,NG_LP,-1.0995283016533997
DEC_BOILER_OIL,CO2_E,0.27141509431785876
DEC_BOILER_OIL,HEAT_LOW_T_DECEN,1.0
DEC_BOILER_OIL,LFO,-1.168867924434574
DEC_BOILER_WOOD,CO2_E,0.4526886792089834
DEC_BOILER_WOOD,HEAT_LOW_T_DECEN,1.0
DEC_BOILER_WOOD,WOOD,-1.168867924434574
DEC_COGEN_BIOGAS,CO2_E,0.4259433961339929
DEC_COGEN_BIOGAS,ELECTRICITY_LV,0.96
DEC_COGEN_BIOGAS,HEAT_LOW_T_DECEN,1.0
DEC_COGEN_BIOGAS,SNG_LP,-2.149528301420383
DEC_COGEN_BIOOIL,BIO_LFO,-2.33
DEC_COGEN_BIOOIL,CO2_E,0.6191037736979205
DEC_COGEN_BIOOIL,ELECTRICITY_LV,0.91
DEC_COGEN_BIOOIL,HEAT_LOW_T_DECEN,1.0
DEC_COGEN_GAS,CO2_E,0.4259433961339929
DEC_COGEN_GAS,ELECTRICITY_LV,0.96
DEC_COGEN_GAS,HEAT_LOW_T_DECEN,1.0
DEC_COGEN_GAS,NG_LP,-2.149528301420383
DEC_COGEN_OIL,CO2_E,0.6191037736979205
DEC_COGEN_OIL,ELECTRICITY_LV,0.91
DEC_COGEN_OIL,HEAT_LOW_T_DECEN,1.0
DEC_COGEN_OIL,LFO,-2.3080188683458474
DEC_COGEN_WOOD,CO2_E,0.733
DEC_COGEN_WOOD,ELECTRICITY_MV,0.34
DEC_COGEN_WOOD,HEAT_LOW_T_DECEN,1.0
DEC_COGEN_WOOD,WOOD,-1.887
DEC_DIRECT_ELEC,ELECTRICITY_LV,-1.0
DEC_DIRECT_ELEC,HEAT_LOW_T_DECEN,1.0
DEC_HP_ELEC,ELECTRICITY_LV,-0.2897560969776663
DEC_HP_ELEC,HEAT_LOW_T_DECEN,1.0
DEC_RENOVATION,HEAT_LOW_T_DECEN,1.0
DEC_SOLAR,HEAT_LOW_T_DECEN,1.0
DEC_SOLAR,RES_SOLAR,-1.0
DEC_THHP_BIOGAS,CO2_E,0.11590243908271243
DEC_THHP_BIOGAS,HEAT_LOW_T_DECEN,1.0
DEC_THHP_BIOGAS,SNG_LP,-0.5882926832228585
DEC_THHP_GAS,CO2_E,0.11590243908271243
DEC_THHP_GAS,HEAT_LOW_T_DECEN,1.0
DEC_THHP_GAS,NG_LP,-0.5882926832228585
DEEP_SALINE,CO2_C,-1.0
DEEP_SALINE,CO2_E,0.05
DEEP_SALINE,CO2_S,0.95
DEEP_SALINE,ELECTRICITY_MV,-0.0001
DHN_BOILER_BIOGAS,CO2_A,0.20009433954387873
DHN_BOILER_BIOGAS,HEAT_LOW_T_DHN,1.0
DHN_BOILER_BIOGAS,SNG_MP,-1.069811320333609
DHN_BOILER_BIOOIL,BIO_LFO,-1.15
DHN_BOILER_BIOOIL,CO2_A,0.30509433964775484
DHN_BOILER_BIOOIL,HEAT_LOW_T_DHN,1.0
DHN_BOILER_GAS,CO2_A,0.20009433954387873
DHN_BOILER_GAS,HEAT_LOW_T_DHN,1.0
DHN_BOILER_GAS,NG_MP,-1.069811320333609
DHN_BOILER_OIL,CO2_A,0.30509433964775484
DHN_BOILER_OIL,HEAT_LOW_T_DHN,1.0
DHN_BOILER_OIL,LFO,-1.1391509434899938
DHN_BOILER_WOOD,CO2_A,0.44476415088898896
DHN_BOILER_WOOD,HEAT_LOW_T_DHN,1.0
DHN_BOILER_WOOD,WOOD,-1.1490566036330228
DHN_COGEN_BIOGAS,CO2_A,0.3922641509137914
DHN_COGEN_BIOGAS,ELECTRICITY_MV,1.25
DHN_COGEN_BIOGAS,HEAT_LOW_T_DHN,1.0
DHN_COGEN_BIOGAS,SNG_MP,-2.4764150941527237
DHN_COGEN_GAS,CO2_A,0.3922641509137914
DHN_COGEN_GAS,ELECTRICITY_MV,1.25
DHN_COGEN_GAS,HEAT_LOW_T_DHN,1.0
DHN_COGEN_GAS,NG_MP,-2.4764150941527237
DHN_COGEN_WASTE,CO2_A,1.195846382447862
DHN_COGEN_WASTE,ELECTRICITY_MV,0.44
DHN_COGEN_WASTE,HEAT_LOW_T_DHN,1.0
DHN_COGEN_WASTE,WASTE,-2.2067988105022893
DHN_COGEN_WASTE_CC,CO2_C,0.68
DHN_COGEN_WASTE_CC,CO2_E,0.68
DHN_COGEN_WASTE_CC,ELECTRICITY_MV,0.444
DHN_COGEN_WASTE_CC,HEAT_LOW_T_DHN,1.0
DHN_COGEN_WASTE_CC,WASTE,-2.4
DHN_COGEN_WOOD,CO2_A,0.733
DHN_COGEN_WOOD,ELECTRICITY_MV,0.34
DHN_COGEN_WOOD,HEAT_LOW_T_DHN,1.0
DHN_COGEN_WOOD,WOOD,-1.89
DHN_DEEP_GEO,HEAT_LOW_T_DHN,1.0
DHN_DEEP_GEO,RES_GEO,-1.0
DHN_HP_ELEC,ELECTRICITY_MV,-0.21951219548450038
DHN_HP_ELEC,HEAT_LOW_T_DHN,1.0
DHN_RENOVATION,HEAT_LOW_T_DHN,1.0
DIESEL,DIESEL,1.0
DIESEL_S,DIESEL_S,1.0
DIE_STO,DIESEL,-1.0
DIE_STO,DIESEL_S,1.0
DIRECT_USAGE,CO2_C,-1.0
DIRECT_USAGE,ELECTRICITY_EHV,-0.119
DOGR,CO2_C,-1.0
DOGR,CO2_E,0.05
DOGR,CO2_S,0.95
DOGR,ELECTRICITY_MV,-0.0001
ELECTRICITY_EHV,CO2_E,0.4818
ELECTRICITY_EHV,ELECTRICITY_EHV,1.0
ELEC_EXPORT,ELECTRICITY_EHV,-1.0
ELEC_S,ELEC_S,1.0
ELEC_STO,ELECTRICITY_LV,-1.0
ELEC_STO,ELEC_S,1.0
EOR,CO2_C,-1.0
EOR,CO2_E,0.05
EOR,CO2_S,0.95
EOR,ELECTRICITY_MV,-0.0001
ETHANE,ETHANE,1.0
ETHANE_CRACKING,CO2_A,0.053
ETHANE_CRACKING,ETHANE,-1.577
ETHANE_CRACKING,ETHYLENE,1.0
ETHANE_CRACKING,PROPYLENE,0.224
ETHANE_OXIDATION,ACETIC_ACID,1.0
ETHANE_OXIDATION,CO2_A,0.152
ETHANE_OXIDATION,ETHYLENE,-2.146
ETHANE_TO_ETHYLENE,CO2_A,0.09
ETHANE_TO_ETHYLENE,ETHANE,-1.493
ETHANE_TO_ETHYLENE,ETHYLENE,1.0
ETHANOL,ETHANOL,1.0
ETHANOL_TO_JETFUELS,CO2_A,0.192
ETHANOL_TO_JETFUELS,ETHANOL,-1.754
ETHANOL_TO_JETFUELS,JETFUEL,1.0
ETHYLBENZENE,ETHYLBENZENE,1.0
ETHYLENE,ETHYLENE,1.0
ETHYLENE_POLYMERIZATION,CO2_C,-0.011
ETHYLENE_POLYMERIZATION,ETHYLENE,-1.031
ETHYLENE_POLYMERIZATION,PE,1.0
FOOD_PROD,ELECTRICITY_MV,-0.61
FOOD_PROD,FOOD,1.0
FOOD_PROD,HEAT_HIGH_T,-1.6
FOOD_PROD_HP,ELECTRICITY_MV,-0.788
FOOD_PROD_HP,FOOD,1.0
FOOD_PROD_HP,HEAT_HIGH_T,-0.009
FOOD_PROD_HR,ELECTRICITY_MV,-0.61
FOOD_PROD_HR,FOOD,1.0
FOOD_PROD_HR,HEAT_HIGH_T,-1.285
FT,BIO_DIESEL,1.0
FT,CO2_A,0.464
FT,ELECTRICITY_MV,-0.004
FT,HEAT_LOW_T_DHN,0.395
FT,WOOD,-1.879
GASIFICATION_H2,CO2_A,0.635
GASIFICATION_H2,ELECTRICITY_MV,-0.093
GASIFICATION_H2,H2_MP,1.0
GASIFICATION_H2,HEAT_HIGH_T,0.288
GASIFICATION_H2,WOOD,-1.63
GASIFICATION_SNG,CO2_A,0.327
GASIFICATION_SNG,HEAT_HIGH_T,0.324
GASIFICATION_SNG,SNG_MP,1.0
GASIFICATION_SNG,WOOD,-1.351
GASOLINE,GASOLINE,1.0
GASOLINE_S,GASOLINE_S,1.0
GASO_STO,GASOLINE,-1.0
GASO_STO,GASOLINE_S,1.0
GEOTHERMAL,ELECTRICITY_MV,1.0
GEOTHERMAL,RES_GEO,-1.0
H2_CCGT,ELECTRICITY_HV,1.0
H2_CCGT,H2_MP,-1.429
H2_COMP_HE,ELECTRICITY_MV,-0.007
H2_COMP_HE,H2_EHP,1.0
H2_COMP_HE,H2_HP,-1.0
H2_COMP_LM,ELECTRICITY_MV,-0.02
H2_COMP_LM,H2_LP,-1.0
H2_COMP_LM,H2_MP,1.0
H2_COMP_MH,ELECTRICITY_MV,-0.01
H2_COMP_MH,H2_HP,1.0
H2_COMP_MH,H2_MP,-1.0
H2_EHP,H2_EHP,1.0
H2_EXP_EH,H2_EHP,-1.0
H2_EXP_EH,H2_HP,1.0
H2_EXP_EH_COGEN,ELECTRICITY_MV,0.007
H2_EXP_EH_COGEN,H2_EHP,-1.0
H2_EXP_EH_COGEN,H2_HP,1.0
H2_EXP_EH_COGEN,HEAT_LOW_T_DECEN,-0.007
H2_EXP_HM,H2_HP,-1.0
H2_EXP_HM,H2_MP,1.0
H2_EXP_HM_COGEN,ELECTRICITY_MV,0.01
H2_EXP_HM_COGEN,H2_HP,-1.0
H2_EXP_HM_COGEN,H2_MP,1.0
H2_EXP_HM_COGEN,HEAT_LOW_T_DECEN,-0.01
H2_EXP_ML,H2_LP,1.0
H2_EXP_ML,H2_MP,-1.0
H2_EXP_ML_COGEN,ELECTRICITY_MV,0.02
H2_EXP_ML_COGEN,H2_LP,1.0
H2_EXP_ML_COGEN,H2_MP,-1.0
H2_EXP_ML_COGEN,HEAT_LOW_T_DECEN,-0.201
H2_HP,H2_HP,1.0
H2_LP,H2_LP,1.0
H2_MP,H2_MP,1.0
H2_NG_CCGT,CO2_A,0.32
H2_NG_CCGT,ELECTRICITY_HV,1.0
H2_NG_CCGT,H2_MP,-0.362
H2_NG_CCGT,NG_MP,-1.1238095236253285
H2_NG_CCGT_CCS,CO2_C,0.318
H2_NG_CCGT_CCS,CO2_E,0.035
H2_NG_CCGT_CCS,ELECTRICITY_HV,1.0
H2_NG_CCGT_CCS,H2_MP,-0.4
H2_NG_CCGT_CCS,NG_MP,-1.2408730156696335
H2_SNG_CCGT,CO2_A,0.32
H2_SNG_CCGT,ELECTRICITY_HV,1.0
H2_SNG_CCGT,H2_MP,-0.362
H2_SNG_CCGT,SNG_MP,-1.1238095236253285
H2_SNG_CCGT_CCS,CO2_C,0.318
H2_SNG_CCGT_CCS,CO2_E,0.035
H2_SNG_CCGT_CCS,ELECTRICITY_HV,1.0
H2_SNG_CCGT_CCS,H2_MP,-0.4
H2_SNG_CCGT_CCS,SNG_MP,-1.2408730156696335
H2_STO,H2_EHP,-1.0
H2_STO,H2_S,1.0
HFO,HFO,1.0
HT_LT,HEAT_HIGH_T,-1.0
HT_LT,HEAT_LOW_T_DHN,1.0
HT_LT_DEC,HEAT_HIGH_T,-1.0
HT_LT_DEC,HEAT_LOW_T_DECEN,1.0
HYDRO_DAM,ELECTRICITY_EHV,1.0
HYDRO_DAM,RES_HYDRO,-1.0
HYDRO_GAS,CO2_A,0.689
HYDRO_GAS,ELECTRICITY_MV,0.094
HYDRO_GAS,SNG_MP,1.0
HYDRO_GAS,WET_BIOMASS,-2.36
HYDRO_GAS_CHP,CO2_A,1.481
HYDRO_GAS_CHP,ELECTRICITY_MV,1.0
HYDRO_GAS_CHP,HEAT_HIGH_T,1.319
HYDRO_GAS_CHP,WET_BIOMASS,-3.937
HYDRO_RIVER,ELECTRICITY_EHV,1.0
HYDRO_RIVER,RES_HYDRO,-1.0
IND_BOILER_BIOGAS,CO2_A,0.20009433954387873
IND_BOILER_BIOGAS,HEAT_HIGH_T,1.0
IND_BOILER_BIOGAS,SNG_MP,-1.0103773580928528
IND_BOILER_BIOOIL,BIO_LFO,-1.146
IND_BOILER_BIOOIL,CO2_A,0.30509433964775484
IND_BOILER_BIOOIL,HEAT_HIGH_T,1.0
IND_BOILER_COAL,CO2_A,0.38533018858981877
IND_BOILER_COAL,COAL,-1.2084905657572722
IND_BOILER_COAL,HEAT_HIGH_T,1.0
IND_BOILER_GAS,CO2_A,0.20009433954387873
IND_BOILER_GAS,HEAT_HIGH_T,1.0
IND_BOILER_GAS,NG_MP,-1.0103773580928528
IND_BOILER_OIL,CO2_A,0.30509433964775484
IND_BOILER_OIL,HEAT_HIGH_T,1.0
IND_BOILER_OIL,LFO,-1.1351886793387242
IND_BOILER_WASTE,CO2_A,0.379
IND_BOILER_WASTE,HEAT_HIGH_T,1.0
IND_BOILER_WASTE,WASTE,-1.2084905657572722
IND_BOILER_WASTE_CC,CO2_C,0.369
IND_BOILER_WASTE_CC,CO2_E,0.369
IND_BOILER_WASTE_CC,HEAT_HIGH_T,1.0
IND_BOILER_WASTE_CC,WASTE,-1.317
IND_BOILER_WOOD,CO2_A,0.44476415088898896
IND_BOILER_WOOD,HEAT_HIGH_T,1.0
IND_BOILER_WOOD,WOOD,-1.1460849055201787
IND_COGEN_BIOGAS,CO2_A,0.4259433961339929
IND_COGEN_BIOGAS,ELECTRICITY_HV,0.956
IND_COGEN_BIOGAS,HEAT_HIGH_T,1.0
IND_COGEN_BIOGAS,SNG_MP,-2.1534905655704666
IND_COGEN_GAS,CO2_A,0.4259433961339929
IND_COGEN_GAS,ELECTRICITY_HV,0.956
IND_COGEN_GAS,HEAT_HIGH_T,1.0
IND_COGEN_GAS,NG_MP,-2.1534905655704666
IND_COGEN_WASTE,CO2_A,0.6868909811067935
IND_COGEN_WASTE,ELECTRICITY_HV,0.444
IND_COGEN_WASTE,HEAT_HIGH_T,1.0
IND_COGEN_WASTE,WASTE,-2.2087869175387778
IND_COGEN_WASTE_CC,CO2_C,0.672
IND_COGEN_WASTE_CC,CO2_E,0.672
IND_COGEN_WASTE_CC,ELECTRICITY_HV,0.444
IND_COGEN_WASTE_CC,HEAT_HIGH_T,1.0
IND_COGEN_WASTE_CC,WASTE,-2.4
IND_COGEN_WOOD,CO2_A,0.733
IND_COGEN_WOOD,ELECTRICITY_HV,0.34
IND_COGEN_WOOD,HEAT_HIGH_T,1.0
IND_COGEN_WOOD,WOOD,-1.887
IND_DIRECT_ELEC,ELECTRICITY_HV,-1.0
IND_DIRECT_ELEC,HEAT_HIGH_T,1.0
IND_HP_ELEC,ELECTRICITY_MV,-0.2
IND_HP_ELEC,HEAT_HIGH_T,1.0
JETFUEL,JETFUEL,1.0
LCV_BIODIESEL_B100_MD,BIO_DIESEL,-1.0514514271039983
LCV_BIODIESEL_B100_MD,CO2_E,0.27793142818354094
LCV_BIODIESEL_B100_MD,MOB_FREIGHT_MD,1.0
LCV_BIODIESEL_B100_SD,BIO_DIESEL,-1.0514514271039983
LCV_BIODIESEL_B100_SD,CO2_E,0.27793142818354094
LCV_BIODIESEL_B100_SD,MOB_FREIGHT_SD,1.0
LCV_BIODIESEL_B20_MD,BIO_DIESEL,-0.21012285684960474
LCV_BIODIESEL_B20_MD,CO2_E,0.27793142818354094
LCV_BIODIESEL_B20_MD,DIESEL,-0.8413285702543933
LCV_BIODIESEL_B20_MD,MOB_FREIGHT_MD,1.0
LCV_BIODIESEL_B20_SD,BIO_DIESEL,-0.21012285684960474
LCV_BIODIESEL_B20_SD,CO2_E,0.27793142818354094
LCV_BIODIESEL_B20_SD,DIESEL,-0.8413285702543933
LCV_BIODIESEL_B20_SD,MOB_FREIGHT_SD,1.0
LCV_CNG_MD,CO2_E,0.2663571427929045
LCV_CNG_MD,MOB_FREIGHT_MD,1.0
LCV_CNG_MD,NG_HP,-1.5480999996266387
LCV_CNG_SD,CO2_E,0.2663571427929045
LCV_CNG_SD,MOB_FREIGHT_SD,1.0
LCV_CNG_SD,NG_HP,-1.5480999996266387
LCV_CSNG_MD,CO2_E,0.2663571427929045
LCV_CSNG_MD,MOB_FREIGHT_MD,1.0
LCV_CSNG_MD,SNG_HP,-1.5480999996266387
LCV_CSNG_SD,CO2_E,0.2663571427929045
LCV_CSNG_SD,MOB_FREIGHT_SD,1.0
LCV_CSNG_SD,SNG_HP,-1.5480999996266387
LCV_DIESEL_MD,CO2_E,0.27793142818354094
LCV_DIESEL_MD,DIESEL,-1.0514514271039983
LCV_DIESEL_MD,MOB_FREIGHT_MD,1.0
LCV_DIESEL_SD,CO2_E,0.27793142818354094
LCV_DIESEL_SD,DIESEL,-1.0514514271039983
LCV_DIESEL_SD,MOB_FREIGHT_SD,1.0
LCV_EV_MD,ELECTRICITY_MV,-0.4591785716014091
LCV_EV_MD,MOB_FREIGHT_MD,1.0
LCV_EV_SD,ELECTRICITY_MV,-0.4591785716014091
LCV_EV_SD,MOB_FREIGHT_SD,1.0
LCV_FC_H2_MD,H2_HP,-0.4556928572440679
LCV_FC_H2_MD,MOB_FREIGHT_MD,1.0
LCV_FC_H2_SD,H2_HP,-0.4556928572440679
LCV_FC_H2_SD,MOB_FREIGHT_SD,1.0
LCV_GASOLINE_MD,CO2_E,0.3465771423734516
LCV_GASOLINE_MD,GASOLINE,-1.2799914267850423
LCV_GASOLINE_MD,MOB_FREIGHT_MD,1.0
LCV_GASOLINE_SD,CO2_E,0.3465771423734516
LCV_GASOLINE_SD,GASOLINE,-1.2799914267850423
LCV_GASOLINE_SD,MOB_FREIGHT_SD,1.0
LCV_PHEV_DIESEL_MD,CO2_E,0.06278571419808907
LCV_PHEV_DIESEL_MD,DIESEL,-0.2377485710967639
